tissue,health_state,set,network_name,network_code,pathway,count
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Glycosphingolipid biosynthesis - ganglio series,10
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Glycosphingolipid biosynthesis - globo and isoglobo series,8
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Glycosphingolipid biosynthesis - lacto and neolacto series,8
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Glyoxylate and dicarboxylate metabolism,20
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Histidine metabolism,18
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Inositol phosphate metabolism,33
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Insect hormone biosynthesis,3
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Isoquinoline alkaloid biosynthesis,15
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Limonene and pinene degradation,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Linoleic acid metabolism,13
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Lipoic acid metabolism,2
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Lysine biosynthesis,1
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Lysine degradation,19
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Metabolic pathways,471
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Metabolism of xenobiotics by cytochrome P450,38
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Methane metabolism,7
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Microbial metabolism in diverse environments,123
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Mucin type O-glycan biosynthesis,4
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Naphthalene degradation,2
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,"Neomycin, kanamycin and gentamicin biosynthesis",13
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,N-Glycan biosynthesis,6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Nicotinate and nicotinamide metabolism,22
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Nitrogen metabolism,6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Novobiocin biosynthesis,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,One carbon pool by folate,8
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Other glycan degradation,13
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Other types of O-glycan biosynthesis,1
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Oxidative phosphorylation,4
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Pantothenate and CoA biosynthesis,6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Pentose and glucuronate interconversions,6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Pentose phosphate pathway,11
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Phenylalanine metabolism,27
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,"Phenylalanine, tyrosine and tryptophan biosynthesis",6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Phenylpropanoid biosynthesis,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Phosphonate and phosphinate metabolism,2
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Porphyrin and chlorophyll metabolism,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Primary bile acid biosynthesis,6
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Propanoate metabolism,21
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Purine metabolism,88
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Pyrimidine metabolism,74
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Pyruvate metabolism,41
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Retinol metabolism,15
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Riboflavin metabolism,2
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Selenocompound metabolism,2
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Sphingolipid metabolism,19
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Starch and sucrose metabolism,20
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Steroid biosynthesis,10
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Steroid hormone biosynthesis,19
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Streptomycin biosynthesis,17
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Styrene degradation,1
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Sulfur metabolism,3
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Synthesis and degradation of ketone bodies,4
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Taurine and hypotaurine metabolism,3
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Terpenoid backbone biosynthesis,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Thiamine metabolism,5
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Toluene degradation,1
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,"Tropane, piperidine and pyridine alkaloid biosynthesis",9
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Tryptophan metabolism,39
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Tyrosine metabolism,37
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Ubiquinone and other terpenoid-quinone biosynthesis,3
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,"Valine, leucine and isoleucine biosynthesis",1
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,"Valine, leucine and isoleucine degradation",29
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Various types of N-glycan biosynthesis,4
Breast,Healthy,MDS,Breast_Healthy_MDS,BHM,Vitamin B6 metabolism,4
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Acarbose and validamycin biosynthesis,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Aflatoxin biosynthesis,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Alanine, aspartate and glutamate metabolism",23
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,alpha-Linolenic acid metabolism,298
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Aminoacyl-tRNA biosynthesis,20
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Aminobenzoate degradation,148
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Amino sugar and nucleotide sugar metabolism,87
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Arachidonic acid metabolism,76
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Arginine and proline metabolism,81
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Arginine biosynthesis,9
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Ascorbate and aldarate metabolism,18
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Benzoate degradation,350
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,beta-Alanine metabolism,249
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Betalain biosynthesis,13
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biosynthesis of ansamycins,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biosynthesis of antibiotics,621
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biosynthesis of secondary metabolites,1087
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biosynthesis of unsaturated fatty acids,368
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biosynthesis of vancomycin group antibiotics,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Biotin metabolism,33
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Brassinosteroid biosynthesis,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Butanoate metabolism,252
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,C5-Branched dibasic acid metabolism,4
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Caffeine metabolism,34
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Caprolactam degradation,245
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Carbon fixation in photosynthetic organisms,16
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Carbon fixation pathways in prokaryotes,267
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Chloroalkane and chloroalkene degradation,28
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Citrate cycle (TCA cycle),29
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Cutin, suberine and wax biosynthesis",2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Cyanoamino acid metabolism,6
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Cysteine and methionine metabolism,36
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,D-Alanine metabolism,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,D-Arginine and D-ornithine metabolism,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,D-Glutamine and D-glutamate metabolism,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Drug metabolism - cytochrome P450,102
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Drug metabolism - other enzymes,76
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Ether lipid metabolism,24
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Ethylbenzene degradation,112
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Fatty acid biosynthesis,205
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Fatty acid degradation,952
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Fatty acid elongation,680
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Flavone and flavonol biosynthesis,7
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Folate biosynthesis,80
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Fructose and mannose metabolism,35
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Galactose metabolism,61
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Geraniol degradation,346
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glucosinolate biosynthesis,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glutathione metabolism,53
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycerolipid metabolism,139
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycerophospholipid metabolism,105
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Glycine, serine and threonine metabolism",84
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycolysis / Gluconeogenesis,80
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,26
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,26
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosaminoglycan biosynthesis - keratan sulfate,12
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosaminoglycan degradation,171
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosphingolipid biosynthesis - ganglio series,108
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosphingolipid biosynthesis - globo and isoglobo series,87
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosphingolipid biosynthesis - lacto and neolacto series,31
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,4
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Glyoxylate and dicarboxylate metabolism,29
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Histidine metabolism,71
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Inositol phosphate metabolism,26
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Insect hormone biosynthesis,15
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Isoquinoline alkaloid biosynthesis,45
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Limonene and pinene degradation,131
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Linoleic acid metabolism,34
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Lysine biosynthesis,4
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Lysine degradation,275
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Mannose type O-glycan biosynthesis,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Metabolic pathways,2258
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Metabolism of xenobiotics by cytochrome P450,112
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Methane metabolism,29
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Microbial metabolism in diverse environments,565
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Monobactam biosynthesis,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Mucin type O-glycan biosynthesis,11
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Naphthalene degradation,11
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Neomycin, kanamycin and gentamicin biosynthesis",2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,N-Glycan biosynthesis,43
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Nicotinate and nicotinamide metabolism,24
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Nitrogen metabolism,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Novobiocin biosynthesis,7
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,One carbon pool by folate,28
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Other glycan degradation,131
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Other types of O-glycan biosynthesis,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Oxidative phosphorylation,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Pantothenate and CoA biosynthesis,19
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Pentose and glucuronate interconversions,33
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Pentose phosphate pathway,22
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Phenylalanine metabolism,181
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Phenylalanine, tyrosine and tryptophan biosynthesis",8
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Phenylpropanoid biosynthesis,12
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Phosphonate and phosphinate metabolism,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Polyketide sugar unit biosynthesis,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Porphyrin and chlorophyll metabolism,21
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Primary bile acid biosynthesis,38
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Propanoate metabolism,221
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Purine metabolism,74
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Pyrimidine metabolism,61
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Pyruvate metabolism,42
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Retinol metabolism,55
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Riboflavin metabolism,6
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Secondary bile acid biosynthesis,1
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Selenocompound metabolism,9
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Sesquiterpenoid and triterpenoid biosynthesis,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Sphingolipid metabolism,94
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Starch and sucrose metabolism,17
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Steroid biosynthesis,140
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Steroid degradation,2
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Steroid hormone biosynthesis,98
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Streptomycin biosynthesis,6
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Styrene degradation,5
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Sulfur metabolism,4
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Synthesis and degradation of ketone bodies,3
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Taurine and hypotaurine metabolism,10
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Terpenoid backbone biosynthesis,18
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Thiamine metabolism,11
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Toluene degradation,118
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Tropane, piperidine and pyridine alkaloid biosynthesis",28
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Tryptophan metabolism,345
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Tyrosine metabolism,96
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Ubiquinone and other terpenoid-quinone biosynthesis,8
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Valine, leucine and isoleucine biosynthesis",7
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,"Valine, leucine and isoleucine degradation",452
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Various types of N-glycan biosynthesis,89
Breast,Healthy,nonMDS,Breast_Healthy_nonMDS,BHNM,Vitamin B6 metabolism,13
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Aflatoxin biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Alanine, aspartate and glutamate metabolism",10
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,alpha-Linolenic acid metabolism,18
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Aminoacyl-tRNA biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Aminobenzoate degradation,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Amino sugar and nucleotide sugar metabolism,24
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Arachidonic acid metabolism,14
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Arginine and proline metabolism,17
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Arginine biosynthesis,7
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Ascorbate and aldarate metabolism,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Benzoate degradation,11
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,beta-Alanine metabolism,20
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Betalain biosynthesis,9
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Biosynthesis of ansamycins,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Biosynthesis of antibiotics,125
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Biosynthesis of secondary metabolites,180
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Biosynthesis of unsaturated fatty acids,14
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Butanoate metabolism,10
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,C5-Branched dibasic acid metabolism,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Caffeine metabolism,3
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Caprolactam degradation,8
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Carbon fixation in photosynthetic organisms,13
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Carbon fixation pathways in prokaryotes,18
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Chloroalkane and chloroalkene degradation,7
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Citrate cycle (TCA cycle),20
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Cutin, suberine and wax biosynthesis",1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Cyanoamino acid metabolism,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Cysteine and methionine metabolism,16
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,D-Alanine metabolism,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,D-Arginine and D-ornithine metabolism,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,D-Glutamine and D-glutamate metabolism,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Drug metabolism - cytochrome P450,32
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Drug metabolism - other enzymes,46
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Ether lipid metabolism,9
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Ethylbenzene degradation,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Fatty acid biosynthesis,19
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Fatty acid degradation,52
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Fatty acid elongation,14
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Flavone and flavonol biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Folate biosynthesis,20
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Fructose and mannose metabolism,23
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Galactose metabolism,35
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Geraniol degradation,9
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glutathione metabolism,35
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycerolipid metabolism,24
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycerophospholipid metabolism,21
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Glycine, serine and threonine metabolism",22
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycolysis / Gluconeogenesis,55
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,7
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosaminoglycan biosynthesis - keratan sulfate,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosaminoglycan degradation,12
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosphingolipid biosynthesis - ganglio series,12
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosphingolipid biosynthesis - globo and isoglobo series,10
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glycosphingolipid biosynthesis - lacto and neolacto series,10
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Glyoxylate and dicarboxylate metabolism,10
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Histidine metabolism,15
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Inositol phosphate metabolism,26
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Insect hormone biosynthesis,2
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Isoquinoline alkaloid biosynthesis,12
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Limonene and pinene degradation,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Linoleic acid metabolism,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Lysine biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Lysine degradation,18
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Metabolic pathways,401
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Metabolism of xenobiotics by cytochrome P450,36
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Methane metabolism,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Microbial metabolism in diverse environments,114
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Monobactam biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Mucin type O-glycan biosynthesis,7
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Naphthalene degradation,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Neomycin, kanamycin and gentamicin biosynthesis",15
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,N-Glycan biosynthesis,9
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Nicotinate and nicotinamide metabolism,17
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Nitrogen metabolism,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Novobiocin biosynthesis,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,One carbon pool by folate,11
